transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000003,2912,586,78.59,USD,approved,2025-09-29 20:07:20,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,25.56.166.71,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/4.0),1,2010,,1,other,True,2025-10-01
TXN00000005,8637,677,30.44,CLP,approved,2025-08-08 17:52:25,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,134.42.238.54,API/1.0,1,1920,,1,entertainment,False,2025-08-09
TXN00000007,4426,940,22.24,COP,approved,2025-09-08 16:15:53,debit_card,Mastercard Debit,CO,00,Transaction approved,2.6,0.58,21.66,mobile,4.82.179.120,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_0; rv:1.9.2.20) Gecko/6718-06-22 20:07:20 Firefox/5.0,1,602,True,1,services,False,2025-09-10
TXN00000008,8087,354,20.61,BRL,approved,2025-08-28 13:49:33,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,212.128.30.239,"Mozilla/5.0 (iPad; CPU iPad OS 17_3_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/37.0.816.0 Mobile/21W602 Safari/533.0",1,2856,True,1,utilities,False,2025-08-29
TXN00000010,4502,636,20.96,COP,approved,2025-09-18 22:29:42,bank_transfer,PIX,CO,00,Transaction approved,1.88,0.39,20.57,mobile,120.206.89.255,Mozilla/5.0 (Windows NT 11.0; zh-HK; rv:1.9.1.20) Gecko/4671-04-02 03:16:48 Firefox/3.6.15,1,2226,,1,food_beverage,False,2025-09-19
TXN00000015,2737,996,27.37,MXN,approved,2025-09-03 11:58:51,credit_card,Diners Club,MX,00,Transaction approved,3.43,0.94,26.43,mobile,109.147.159.69,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/42.0.877.0 Safari/534.1",1,2634,True,1,tech,False,2025-09-05
TXN00000016,685,247,67.09,COP,approved,2025-10-23 17:08:39,ewallet,Clip,CO,00,Transaction approved,4.3,2.88,64.21,tablet,216.58.162.192,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_9) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/17.0.836.0 Safari/531.2",1,1399,,1,services,False,2025-10-25
TXN00000017,475,694,126.95,BRL,approved,2025-10-24 13:07:35,credit_card,Visa,BR,00,Transaction approved,2.89,3.67,123.28,desktop,111.163.34.113,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.16.3 (KHTML, like Gecko) Version/5.0.5 Safari/534.16.3",1,1183,True,1,entertainment,False,2025-10-26
TXN00000018,5641,124,61.49,COP,approved,2025-10-09 18:33:51,credit_card,American Express,CO,00,Transaction approved,3.24,1.99,59.5,mobile,180.231.155.210,Opera/9.28.(Windows NT 6.1; ts-ZA) Presto/2.9.173 Version/11.00,1,1372,True,6,tech,False,2025-10-11
TXN00000020,9312,939,107.48,CLP,approved,2025-08-22 12:59:04,bank_transfer,TEF,CL,00,Transaction approved,1.98,2.13,105.35,desktop,21.96.171.96,Mozilla/5.0 (Windows NT 5.0; ia-FR; rv:1.9.2.20) Gecko/6989-02-26 02:42:45 Firefox/3.6.15,1,1472,,1,retail,False,2025-08-23
TXN00000022,7051,428,73.21,CLP,approved,2025-08-31 12:25:55,credit_card,Mastercard,CL,00,Transaction approved,2.97,2.17,71.04,mobile,91.70.76.51,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/25.0.823.0 Safari/535.2",1,2816,True,1,other,False,2025-09-01
TXN00000023,4360,267,108.13,COP,approved,2025-10-21 19:37:12,credit_card,Mastercard,CO,00,Transaction approved,3.08,3.33,104.8,desktop,204.170.114.99,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.13.1 (KHTML, like Gecko) Version/4.0.5 Safari/534.13.1",1,828,True,1,travel,False,2025-10-23
TXN00000024,1391,961,75.71,USD,approved,2025-09-12 21:29:46,ewallet,Clip,CL,00,Transaction approved,3.67,2.78,72.93,mobile,30.177.247.198,Opera/9.16.(Windows NT 5.1; tk-TM) Presto/2.9.161 Version/11.00,1,906,,1,services,True,2025-09-14
TXN00000025,2047,285,139.19,USD,approved,2025-08-16 23:32:56,bank_transfer,SPEI,MX,00,Transaction approved,1.0,1.39,137.8,mobile,13.73.182.207,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/58.0.839.0 Safari/531.1",1,2641,,1,services,True,2025-08-18
TXN00000026,2477,605,18.45,MXN,approved,2025-08-07 12:07:33,credit_card,Mastercard,MX,00,Transaction approved,3.1,0.57,17.88,desktop,178.128.143.205,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/58.0.810.0 Safari/533.0",1,1163,True,1,services,False,2025-08-09
TXN00000027,1102,262,3.36,BRL,approved,2025-09-02 06:51:56,credit_card,American Express,BR,00,Transaction approved,3.07,0.1,3.26,mobile,177.251.15.39,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_0 rv:4.0; so-ET) AppleWebKit/531.27.4 (KHTML, like Gecko) Version/5.0 Safari/531.27.4",1,1446,True,1,utilities,False,2025-09-04
TXN00000028,5050,719,17.43,BRL,approved,2025-10-01 16:59:12,bank_transfer,SPEI,BR,00,Transaction approved,1.13,0.2,17.23,mobile,142.183.80.110,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),1,2979,,1,entertainment,False,2025-10-03
TXN00000029,819,147,58.98,CLP,approved,2025-08-21 16:52:23,ewallet,Rappi Pay,CL,00,Transaction approved,4.22,2.49,56.49,tablet,98.100.27.77,Opera/8.43.(X11; Linux x86_64; the-NP) Presto/2.9.161 Version/11.00,1,1135,,1,utilities,False,2025-08-22
TXN00000030,1157,619,57.01,MXN,approved,2025-10-22 17:33:36,debit_card,Visa Debit,MX,00,Transaction approved,3.33,1.9,55.11,mobile,219.30.62.82,"Mozilla/5.0 (iPhone; CPU iPhone OS 2_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/9.2e1154.0 Mobile/45S446 Safari/535.2",1,2337,True,1,retail,False,2025-10-23
TXN00000031,6377,123,6.59,USD,approved,2025-10-15 08:29:04,ewallet,PayPal,BR,00,Transaction approved,4.29,0.28,6.31,mobile,,Mozilla/5.0 (Windows NT 5.2; nl-BE; rv:1.9.2.20) Gecko/9402-06-14 00:46:44 Firefox/10.0,1,405,,1,travel,True,2025-10-17
TXN00000034,657,841,7.35,BRL,approved,2025-08-27 13:56:12,debit_card,Visa Debit,BR,00,Transaction approved,3.37,0.25,7.1,mobile,158.125.104.152,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_6) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.859.0 Safari/535.1",1,1258,False,1,other,False,2025-08-28
TXN00000035,8341,75,25.07,BRL,approved,2025-08-23 22:10:02,bank_transfer,PIX,BR,00,Transaction approved,1.08,0.27,24.8,desktop,125.9.237.238,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/39.0.838.0 Mobile/51E547 Safari/535.0",1,2868,,1,other,False,2025-08-24
TXN00000037,9745,978,30.98,ARS,approved,2025-08-17 15:35:32,bank_transfer,SPEI,AR,00,Transaction approved,1.04,0.32,30.66,mobile,28.83.161.20,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.1),1,239,,1,food_beverage,False,2025-08-19
TXN00000038,9075,842,4.55,MXN,approved,2025-09-22 11:31:55,debit_card,Mastercard Debit,MX,00,Transaction approved,2.76,0.13,4.42,mobile,43.89.139.150,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/57.0.812.0 Safari/533.0",1,2557,True,1,retail,False,2025-09-23
TXN00000040,4753,208,19.51,COP,approved,2025-10-03 06:03:33,credit_card,Diners Club,CO,00,Transaction approved,2.83,0.55,18.96,tablet,130.69.10.18,Opera/9.45.(X11; Linux x86_64; tk-TM) Presto/2.9.162 Version/12.00,1,1837,True,1,utilities,False,2025-10-05
TXN00000041,3940,852,38.37,MXN,approved,2025-09-29 08:10:15,debit_card,Maestro,MX,00,Transaction approved,3.48,1.34,37.03,tablet,136.235.38.93,"Mozilla/5.0 (iPad; CPU iPad OS 17_1_2 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/63.0.842.0 Mobile/35M895 Safari/535.0",1,842,True,1,tech,False,2025-09-30
TXN00000043,4096,243,46.83,ARS,approved,2025-09-10 21:51:35,debit_card,Mastercard Debit,AR,00,Transaction approved,2.59,1.21,45.62,desktop,78.249.253.177,"Mozilla/5.0 (iPad; CPU iPad OS 1_1_5 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/10.6y6453.0 Mobile/67I854 Safari/532.2",1,651,True,1,food_beverage,False,2025-09-12
TXN00000044,6613,905,25.92,CLP,refunded,2025-09-03 07:13:00,credit_card,Diners Club,CL,cancelled,Transaction refunded,0.0,0.0,0.0,mobile,216.95.154.34,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.1),1,978,True,1,other,False,
TXN00000047,9643,620,75.02,USD,approved,2025-10-23 14:25:22,debit_card,Visa Debit,BR,00,Transaction approved,3.27,2.45,72.57,mobile,40.163.101.241,Mozilla/5.0 (Android 5.1.1; Mobile; rv:19.0) Gecko/19.0 Firefox/19.0,1,442,True,1,retail,True,2025-10-24
TXN00000048,9467,539,33.32,ARS,approved,2025-10-19 12:46:19,debit_card,Visa Debit,AR,00,Transaction approved,2.58,0.86,32.46,mobile,24.147.117.93,Opera/9.36.(Windows CE; lij-IT) Presto/2.9.163 Version/11.00,1,1488,False,1,tech,False,2025-10-20
TXN00000049,7758,885,57.56,COP,approved,2025-10-13 08:16:01,ewallet,PayPal,CO,00,Transaction approved,3.55,2.04,55.52,desktop,66.185.128.177,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/5.0),1,483,,1,travel,False,2025-10-14
TXN00000050,3259,164,60.42,CLP,approved,2025-09-30 09:22:00,credit_card,Visa,CL,00,Transaction approved,2.94,1.78,58.64,mobile,152.142.107.90,Opera/9.51.(X11; Linux i686; kk-KZ) Presto/2.9.177 Version/12.00,1,2425,False,1,tech,False,2025-10-02
TXN00000052,1112,410,98.47,MXN,approved,2025-08-18 07:40:12,bank_transfer,Transferencia,MX,00,Transaction approved,1.61,1.59,96.88,mobile,82.221.197.124,Opera/9.99.(X11; Linux x86_64; ne-NP) Presto/2.9.183 Version/12.00,1,113,,1,food_beverage,False,2025-08-19
TXN00000054,3360,284,62.23,ARS,approved,2025-09-17 09:33:20,debit_card,Mastercard Debit,AR,00,Transaction approved,2.52,1.57,60.66,mobile,211.201.18.164,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_1; rv:1.9.2.20) Gecko/2021-01-28 16:39:22 Firefox/9.0,1,2204,True,1,services,False,2025-09-19
