transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000003,2912,586,78.59,USD,approved,2025-09-29 20:08:20,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,21.130.93.231,Mozilla/5.0 (Android 2.3.7; Mobile; rv:15.0) Gecko/15.0 Firefox/15.0,1,2010,,1,other,True,2025-10-01
TXN00000005,8637,677,30.44,CLP,approved,2025-08-08 17:53:25,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,49.20.183.239,API/1.0,1,1920,,1,entertainment,False,2025-08-09
TXN00000007,4426,940,22.24,COP,approved,2025-09-08 16:16:53,debit_card,Mastercard Debit,CO,00,Transaction approved,2.6,0.58,21.66,mobile,100.159.44.233,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/35.0.812.0 Safari/533.0",1,602,True,1,services,False,2025-09-10
TXN00000008,8087,354,20.61,BRL,approved,2025-08-28 13:50:33,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,77.102.52.40,Opera/9.30.(X11; Linux x86_64; ps-AF) Presto/2.9.176 Version/10.00,1,2856,True,1,utilities,False,2025-08-29
TXN00000010,4502,636,20.96,COP,approved,2025-09-18 22:30:42,bank_transfer,PIX,CO,00,Transaction approved,1.88,0.39,20.57,mobile,158.163.255.156,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/43.0.832.0 Safari/534.2",1,2226,,1,food_beverage,False,2025-09-19
TXN00000015,2737,996,27.37,MXN,approved,2025-09-03 11:59:51,credit_card,Diners Club,MX,00,Transaction approved,3.43,0.94,26.43,mobile,114.117.129.115,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.0),1,2634,True,1,tech,False,2025-09-05
TXN00000016,685,247,67.09,COP,approved,2025-10-23 17:09:39,ewallet,Clip,CO,00,Transaction approved,4.3,2.88,64.21,tablet,80.208.189.181,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),1,1399,,1,services,False,2025-10-25
TXN00000017,475,694,126.95,BRL,approved,2025-10-24 13:08:35,credit_card,Visa,BR,00,Transaction approved,2.89,3.67,123.28,desktop,116.208.111.4,Mozilla/5.0 (Windows NT 5.0; yi-US; rv:1.9.1.20) Gecko/2794-06-08 21:50:02 Firefox/3.6.10,1,1183,True,1,entertainment,False,2025-10-26
TXN00000018,5641,124,61.49,COP,approved,2025-10-09 18:34:51,credit_card,American Express,CO,00,Transaction approved,3.24,1.99,59.5,mobile,37.90.221.145,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_5; rv:1.9.3.20) Gecko/8459-04-05 03:02:38 Firefox/3.6.9,1,1372,True,6,tech,False,2025-10-11
TXN00000020,9312,939,107.48,CLP,approved,2025-08-22 13:00:04,bank_transfer,TEF,CL,00,Transaction approved,1.98,2.13,105.35,desktop,221.212.117.243,"Mozilla/5.0 (Windows 98) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/62.0.899.0 Safari/534.1",1,1472,,1,retail,False,2025-08-23
TXN00000022,7051,428,73.21,CLP,approved,2025-08-31 12:26:55,credit_card,Mastercard,CL,00,Transaction approved,2.97,2.17,71.04,mobile,155.124.229.67,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/3.0),1,2816,True,1,other,False,2025-09-01
TXN00000023,4360,267,108.13,COP,approved,2025-10-21 19:38:12,credit_card,Mastercard,CO,00,Transaction approved,3.08,3.33,104.8,desktop,80.66.38.188,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),1,828,True,1,travel,False,2025-10-23
TXN00000024,1391,961,75.71,USD,approved,2025-09-12 21:30:46,ewallet,Clip,CL,00,Transaction approved,3.67,2.78,72.93,mobile,57.231.211.24,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/35.0.831.0 Safari/535.2",1,906,,1,services,True,2025-09-14
TXN00000025,2047,285,139.19,USD,approved,2025-08-16 23:33:56,bank_transfer,SPEI,MX,00,Transaction approved,1.0,1.39,137.8,mobile,216.38.201.206,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/13.6y6600.0 Mobile/89T550 Safari/531.1",1,2641,,1,services,True,2025-08-18
TXN00000026,2477,605,18.45,MXN,approved,2025-08-07 12:08:33,credit_card,Mastercard,MX,00,Transaction approved,3.1,0.57,17.88,desktop,87.96.250.202,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.0),1,1163,True,1,services,False,2025-08-09
TXN00000027,1102,262,3.36,BRL,approved,2025-09-02 06:52:56,credit_card,American Express,BR,00,Transaction approved,3.07,0.1,3.26,mobile,156.140.72.69,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.1),1,1446,True,1,utilities,False,2025-09-04
TXN00000028,5050,719,17.43,BRL,approved,2025-10-01 17:00:12,bank_transfer,SPEI,BR,00,Transaction approved,1.13,0.2,17.23,mobile,196.170.142.195,Opera/8.47.(Windows NT 4.0; eu-FR) Presto/2.9.174 Version/12.00,1,2979,,1,entertainment,False,2025-10-03
TXN00000029,819,147,58.98,CLP,approved,2025-08-21 16:53:23,ewallet,Rappi Pay,CL,00,Transaction approved,4.22,2.49,56.49,tablet,69.148.95.217,Opera/9.68.(X11; Linux i686; ja-JP) Presto/2.9.172 Version/10.00,1,1135,,1,utilities,False,2025-08-22
TXN00000030,1157,619,57.01,MXN,approved,2025-10-22 17:34:36,debit_card,Visa Debit,MX,00,Transaction approved,3.33,1.9,55.11,mobile,61.87.228.97,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/5221-10-02 00:09:34 Firefox/3.8,1,2337,True,1,retail,False,2025-10-23
TXN00000031,6377,123,6.59,USD,approved,2025-10-15 08:30:04,ewallet,PayPal,BR,00,Transaction approved,4.29,0.28,6.31,mobile,,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_4 rv:2.0; km-KH) AppleWebKit/535.23.2 (KHTML, like Gecko) Version/5.1 Safari/535.23.2",1,405,,1,travel,True,2025-10-17
TXN00000034,657,841,7.35,BRL,approved,2025-08-27 13:57:12,debit_card,Visa Debit,BR,00,Transaction approved,3.37,0.25,7.1,mobile,110.1.248.178,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.0),1,1258,False,1,other,False,2025-08-28
TXN00000035,8341,75,25.07,BRL,approved,2025-08-23 22:11:02,bank_transfer,PIX,BR,00,Transaction approved,1.08,0.27,24.8,desktop,26.38.97.14,Opera/8.37.(X11; Linux i686; es-UY) Presto/2.9.161 Version/12.00,1,2868,,1,other,False,2025-08-24
TXN00000037,9745,978,30.98,ARS,approved,2025-08-17 15:36:32,bank_transfer,SPEI,AR,00,Transaction approved,1.04,0.32,30.66,mobile,27.91.216.109,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; nan-TW) AppleWebKit/531.5.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6531.5.3",1,239,,1,food_beverage,False,2025-08-19
TXN00000038,9075,842,4.55,MXN,approved,2025-09-22 11:32:55,debit_card,Mastercard Debit,MX,00,Transaction approved,2.76,0.13,4.42,mobile,172.83.198.180,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/20.0.862.0 Safari/535.1",1,2557,True,1,retail,False,2025-09-23
TXN00000040,4753,208,19.51,COP,approved,2025-10-03 06:04:33,credit_card,Diners Club,CO,00,Transaction approved,2.83,0.55,18.96,tablet,90.66.158.6,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),1,1837,True,1,utilities,False,2025-10-05
TXN00000041,3940,852,38.37,MXN,approved,2025-09-29 08:11:15,debit_card,Maestro,MX,00,Transaction approved,3.48,1.34,37.03,tablet,110.80.157.139,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.40.7 (KHTML, like Gecko) Version/5.0 Safari/535.40.7",1,842,True,1,tech,False,2025-09-30
TXN00000043,4096,243,46.83,ARS,approved,2025-09-10 21:52:35,debit_card,Mastercard Debit,AR,00,Transaction approved,2.59,1.21,45.62,desktop,19.46.94.50,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/54.0.811.0 Safari/531.1",1,651,True,1,food_beverage,False,2025-09-12
TXN00000044,6613,905,25.92,CLP,refunded,2025-09-03 07:14:00,credit_card,Diners Club,CL,cancelled,Transaction refunded,0.0,0.0,0.0,mobile,155.218.125.114,"Mozilla/5.0 (iPad; CPU iPad OS 17_4 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/15.5d6816.0 Mobile/44B052 Safari/532.0",1,978,True,1,other,False,
TXN00000047,9643,620,75.02,USD,approved,2025-10-23 14:26:22,debit_card,Visa Debit,BR,00,Transaction approved,3.27,2.45,72.57,mobile,201.51.252.38,Opera/9.29.(Windows NT 5.0; cs-CZ) Presto/2.9.177 Version/10.00,1,442,True,1,retail,True,2025-10-24
TXN00000048,9467,539,33.32,ARS,approved,2025-10-19 12:47:19,debit_card,Visa Debit,AR,00,Transaction approved,2.58,0.86,32.46,mobile,182.223.102.200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; th-TH) AppleWebKit/534.37.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6534.37.1",1,1488,False,1,tech,False,2025-10-20
TXN00000049,7758,885,57.56,COP,approved,2025-10-13 08:17:01,ewallet,PayPal,CO,00,Transaction approved,3.55,2.04,55.52,desktop,168.1.73.62,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.0),1,483,,1,travel,False,2025-10-14
TXN00000050,3259,164,60.42,CLP,approved,2025-09-30 09:23:00,credit_card,Visa,CL,00,Transaction approved,2.94,1.78,58.64,mobile,62.59.110.38,"Mozilla/5.0 (iPad; CPU iPad OS 13_5_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/24.0.808.0 Mobile/90E739 Safari/535.2",1,2425,False,1,tech,False,2025-10-02
TXN00000052,1112,410,98.47,MXN,approved,2025-08-18 07:41:12,bank_transfer,Transferencia,MX,00,Transaction approved,1.61,1.59,96.88,mobile,77.66.38.216,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_1 rv:2.0; yo-NG) AppleWebKit/534.17.4 (KHTML, like Gecko) Version/4.0 Safari/534.17.4",1,113,,1,food_beverage,False,2025-08-19
TXN00000054,3360,284,62.23,ARS,approved,2025-09-17 09:34:20,debit_card,Mastercard Debit,AR,00,Transaction approved,2.52,1.57,60.66,mobile,118.55.48.252,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/3983-06-30 16:51:45 Firefox/12.0,1,2204,True,1,services,False,2025-09-19
TXN00000055,6061,293,22.9,BRL,approved,2025-09-09 11:59:35,credit_card,Mastercard,BR,00,Transaction approved,2.72,0.62,22.28,mobile,20.202.0.22,Mozilla/5.0 (Android 3.2.2; Mobile; rv:57.0) Gecko/57.0 Firefox/57.0,1,657,False,6,food_beverage,False,2025-09-11
