transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000003,2912,586,78.59,USD,approved,2025-09-29 20:06:20,ewallet,Rappi Pay,MX,00,Transaction approved,3.01,2.37,76.22,mobile,116.151.52.4,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/31.0.832.0 Safari/535.0",1,2010,,1,other,True,2025-10-01
TXN00000005,8637,677,30.44,CLP,approved,2025-08-08 17:51:25,ewallet,MercadoPago,CL,00,Transaction approved,3.52,1.07,29.37,api,89.26.204.125,API/1.0,1,1920,,1,entertainment,False,2025-08-09
TXN00000007,4426,940,22.24,COP,approved,2025-09-08 16:14:53,debit_card,Mastercard Debit,CO,00,Transaction approved,2.6,0.58,21.66,mobile,26.183.84.90,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_6) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/16.0.897.0 Safari/533.0",1,602,True,1,services,False,2025-09-10
TXN00000008,8087,354,20.61,BRL,approved,2025-08-28 13:48:33,debit_card,Visa Debit,BR,00,Transaction approved,3.25,0.67,19.94,desktop,18.98.121.231,Mozilla/5.0 (Android 3.2.2; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0,1,2856,True,1,utilities,False,2025-08-29
TXN00000010,4502,636,20.96,COP,approved,2025-09-18 22:28:42,bank_transfer,PIX,CO,00,Transaction approved,1.88,0.39,20.57,mobile,149.233.176.212,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),1,2226,,1,food_beverage,False,2025-09-19
TXN00000015,2737,996,27.37,MXN,approved,2025-09-03 11:57:51,credit_card,Diners Club,MX,00,Transaction approved,3.43,0.94,26.43,mobile,118.16.122.5,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_7; rv:1.9.3.20) Gecko/7469-09-06 09:35:11 Firefox/3.6.10,1,2634,True,1,tech,False,2025-09-05
TXN00000016,685,247,67.09,COP,approved,2025-10-23 17:07:39,ewallet,Clip,CO,00,Transaction approved,4.3,2.88,64.21,tablet,215.29.82.53,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/63.0.876.0 Safari/536.2",1,1399,,1,services,False,2025-10-25
TXN00000017,475,694,126.95,BRL,approved,2025-10-24 13:06:35,credit_card,Visa,BR,00,Transaction approved,2.89,3.67,123.28,desktop,105.212.29.196,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/62.0.803.0 Safari/532.1",1,1183,True,1,entertainment,False,2025-10-26
TXN00000018,5641,124,61.49,COP,approved,2025-10-09 18:32:51,credit_card,American Express,CO,00,Transaction approved,3.24,1.99,59.5,mobile,112.203.217.3,Opera/8.11.(Windows NT 4.0; km-KH) Presto/2.9.171 Version/10.00,1,1372,True,6,tech,False,2025-10-11
TXN00000020,9312,939,107.48,CLP,approved,2025-08-22 12:58:04,bank_transfer,TEF,CL,00,Transaction approved,1.98,2.13,105.35,desktop,27.79.80.246,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_6 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/16.8y4268.0 Mobile/27D051 Safari/532.2",1,1472,,1,retail,False,2025-08-23
TXN00000022,7051,428,73.21,CLP,approved,2025-08-31 12:24:55,credit_card,Mastercard,CL,00,Transaction approved,2.97,2.17,71.04,mobile,19.57.71.221,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_2) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/17.0.838.0 Safari/534.1",1,2816,True,1,other,False,2025-09-01
TXN00000023,4360,267,108.13,COP,approved,2025-10-21 19:36:12,credit_card,Mastercard,CO,00,Transaction approved,3.08,3.33,104.8,desktop,58.183.132.194,"Mozilla/5.0 (Windows NT 11.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/34.0.837.0 Safari/536.2",1,828,True,1,travel,False,2025-10-23
TXN00000024,1391,961,75.71,USD,approved,2025-09-12 21:28:46,ewallet,Clip,CL,00,Transaction approved,3.67,2.78,72.93,mobile,148.42.33.87,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.1),1,906,,1,services,True,2025-09-14
TXN00000025,2047,285,139.19,USD,approved,2025-08-16 23:31:56,bank_transfer,SPEI,MX,00,Transaction approved,1.0,1.39,137.8,mobile,182.90.166.1,Opera/8.12.(X11; Linux i686; unm-US) Presto/2.9.188 Version/11.00,1,2641,,1,services,True,2025-08-18
TXN00000026,2477,605,18.45,MXN,approved,2025-08-07 12:06:33,credit_card,Mastercard,MX,00,Transaction approved,3.1,0.57,17.88,desktop,58.117.43.161,Mozilla/5.0 (Windows 95; cmn-TW; rv:1.9.2.20) Gecko/6196-07-29 23:35:25 Firefox/6.0,1,1163,True,1,services,False,2025-08-09
TXN00000027,1102,262,3.36,BRL,approved,2025-09-02 06:50:56,credit_card,American Express,BR,00,Transaction approved,3.07,0.1,3.26,mobile,196.143.107.113,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/42.0.847.0 Safari/535.0",1,1446,True,1,utilities,False,2025-09-04
TXN00000028,5050,719,17.43,BRL,approved,2025-10-01 16:58:12,bank_transfer,SPEI,BR,00,Transaction approved,1.13,0.2,17.23,mobile,142.71.104.172,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/26.0.871.0 Safari/536.0",1,2979,,1,entertainment,False,2025-10-03
TXN00000029,819,147,58.98,CLP,approved,2025-08-21 16:51:23,ewallet,Rappi Pay,CL,00,Transaction approved,4.22,2.49,56.49,tablet,57.230.135.31,"Mozilla/5.0 (Windows 95) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/19.0.846.0 Safari/531.1",1,1135,,1,utilities,False,2025-08-22
TXN00000030,1157,619,57.01,MXN,approved,2025-10-22 17:32:36,debit_card,Visa Debit,MX,00,Transaction approved,3.33,1.9,55.11,mobile,37.212.151.154,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.1),1,2337,True,1,retail,False,2025-10-23
TXN00000031,6377,123,6.59,USD,approved,2025-10-15 08:28:04,ewallet,PayPal,BR,00,Transaction approved,4.29,0.28,6.31,mobile,,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/4.1),1,405,,1,travel,True,2025-10-17
TXN00000034,657,841,7.35,BRL,approved,2025-08-27 13:55:12,debit_card,Visa Debit,BR,00,Transaction approved,3.37,0.25,7.1,mobile,16.180.165.116,Opera/8.44.(X11; Linux i686; cv-RU) Presto/2.9.169 Version/11.00,1,1258,False,1,other,False,2025-08-28
TXN00000035,8341,75,25.07,BRL,approved,2025-08-23 22:09:02,bank_transfer,PIX,BR,00,Transaction approved,1.08,0.27,24.8,desktop,8.126.209.21,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.1),1,2868,,1,other,False,2025-08-24
TXN00000037,9745,978,30.98,ARS,approved,2025-08-17 15:34:32,bank_transfer,SPEI,AR,00,Transaction approved,1.04,0.32,30.66,mobile,32.176.187.139,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.1),1,239,,1,food_beverage,False,2025-08-19
TXN00000038,9075,842,4.55,MXN,approved,2025-09-22 11:30:55,debit_card,Mastercard Debit,MX,00,Transaction approved,2.76,0.13,4.42,mobile,98.126.252.35,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.1),1,2557,True,1,retail,False,2025-09-23
TXN00000040,4753,208,19.51,COP,approved,2025-10-03 06:02:33,credit_card,Diners Club,CO,00,Transaction approved,2.83,0.55,18.96,tablet,165.33.64.105,Opera/9.99.(X11; Linux i686; mk-MK) Presto/2.9.172 Version/12.00,1,1837,True,1,utilities,False,2025-10-05
TXN00000041,3940,852,38.37,MXN,approved,2025-09-29 08:09:15,debit_card,Maestro,MX,00,Transaction approved,3.48,1.34,37.03,tablet,130.101.250.144,"Mozilla/5.0 (iPad; CPU iPad OS 17_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/14.5q1896.0 Mobile/84T242 Safari/532.0",1,842,True,1,tech,False,2025-09-30
