transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000001,6719,735,14.89,CLP,approved,2025-08-09 04:03:54,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,97.38.175.12,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.1.4 (KHTML, like Gecko) Version/4.1 Safari/531.1.4",1,1491,True,1,retail,False,2025-08-11
TXN00000002,4754,465,14.29,MXN,approved,2025-09-11 02:17:39,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,64.65.196.89,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.34.5 (KHTML, like Gecko) Version/4.0.2 Safari/535.34.5",1,2275,True,1,other,False,2025-09-12
TXN00000006,1380,918,24.15,MXN,approved,2025-09-11 02:43:27,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,101.33.199.160,Mozilla/5.0 (Windows NT 11.0; nn-NO; rv:1.9.1.20) Gecko/2983-12-10 04:58:04 Firefox/3.6.20,1,2105,True,1,retail,False,2025-09-13
TXN00000009,2684,589,94.06,USD,approved,2025-08-28 00:04:52,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,146.126.34.107,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/18.9k2527.0 Mobile/60Q844 Safari/532.0",1,1304,True,12,tech,True,2025-08-30
TXN00000011,3172,412,66.55,BRL,approved,2025-08-03 03:46:45,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,118.50.207.180,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; is-IS) AppleWebKit/533.46.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6533.46.4",1,2885,False,1,services,False,2025-08-04
TXN00000012,6975,945,65.29,PEN,approved,2025-08-18 05:31:38,credit_card,Visa,PE,00,Transaction approved,2.94,1.92,63.37,mobile,109.216.19.226,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.0),1,2210,False,6,food_beverage,False,2025-08-19
TXN00000013,8830,260,25.35,BRL,declined,2025-09-27 05:44:22,bank_transfer,PSE,BR,54,Insufficient funds,0.0,0.0,0.0,desktop,166.220.81.148,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/5.0),3,2618,,1,utilities,False,
TXN00000019,3821,602,140.6,COP,approved,2025-10-17 03:59:29,credit_card,Diners Club,CO,00,Transaction approved,2.87,4.04,136.56,mobile,214.175.130.130,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; gu-IN) AppleWebKit/532.16.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6532.16.7",1,2482,True,12,travel,False,2025-10-19
TXN00000021,2120,926,7.16,BRL,approved,2025-10-11 04:34:45,bank_transfer,TEF,BR,00,Transaction approved,1.03,0.07,7.09,mobile,35.54.192.177,Opera/8.66.(Windows NT 5.0; mag-IN) Presto/2.9.179 Version/10.00,1,2379,,1,utilities,False,2025-10-12
TXN00000032,8917,850,15.62,MXN,approved,2025-08-09 02:59:25,credit_card,Visa,MX,00,Transaction approved,3.0,0.47,15.15,tablet,161.81.93.5,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/5.1),1,1666,True,6,tech,False,2025-08-11
TXN00000033,1523,574,42.21,BRL,declined,2025-09-29 03:57:34,ewallet,Clip,BR,54,Security violation,0.0,0.0,0.0,desktop,45.55.234.160,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/6868-06-24 21:08:12 Firefox/3.8,1,428,,1,utilities,False,
TXN00000036,7743,576,26.79,MXN,approved,2025-08-28 00:32:37,bank_transfer,PSE,MX,00,Transaction approved,1.85,0.5,26.29,mobile,186.27.110.61,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 11.0; Trident/5.0),1,1924,,1,entertainment,False,2025-08-29
TXN00000046,8925,188,12.81,USD,approved,2025-10-03 04:41:50,credit_card,American Express,PE,00,Transaction approved,2.86,0.37,12.44,mobile,137.78.206.157,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/4.0),1,2006,True,1,travel,True,2025-10-04
