transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000001,6719,735,14.89,CLP,approved,2025-08-09 04:06:55,debit_card,Visa Debit,CL,00,Transaction approved,3.46,0.52,14.37,desktop,136.188.31.74,Mozilla/5.0 (Windows NT 5.2; te-IN; rv:1.9.0.20) Gecko/3665-07-10 19:57:45 Firefox/3.8,1,1491,True,1,retail,False,2025-08-11
TXN00000002,4754,465,14.29,MXN,approved,2025-09-11 02:20:40,credit_card,Diners Club,MX,00,Transaction approved,2.97,0.42,13.87,mobile,131.125.34.78,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; sq-AL) AppleWebKit/531.19.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6531.19.6",1,2275,True,1,other,False,2025-09-12
TXN00000006,1380,918,24.15,MXN,approved,2025-09-11 02:46:28,credit_card,American Express,MX,00,Transaction approved,3.28,0.79,23.36,mobile,170.146.166.126,Opera/9.17.(Windows NT 5.01; ss-ZA) Presto/2.9.189 Version/11.00,1,2105,True,1,retail,False,2025-09-13
TXN00000009,2684,589,94.06,USD,approved,2025-08-28 00:07:53,credit_card,American Express,MX,00,Transaction approved,3.12,2.93,91.13,mobile,134.110.181.192,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/39.0.890.0 Safari/531.1",1,1304,True,12,tech,True,2025-08-30
TXN00000011,3172,412,66.55,BRL,approved,2025-08-03 03:49:46,credit_card,American Express,BR,00,Transaction approved,3.18,2.12,64.43,mobile,68.25.165.24,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_7; rv:1.9.5.20) Gecko/3958-01-26 05:13:37 Firefox/13.0,1,2885,False,1,services,False,2025-08-04
TXN00000012,6975,945,65.29,PEN,approved,2025-08-18 05:34:39,credit_card,Visa,PE,00,Transaction approved,2.94,1.92,63.37,mobile,86.50.36.184,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; hu-HU) AppleWebKit/531.11.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6531.11.5",1,2210,False,6,food_beverage,False,2025-08-19
TXN00000013,8830,260,25.35,BRL,declined,2025-09-27 05:47:23,bank_transfer,PSE,BR,54,Insufficient funds,0.0,0.0,0.0,desktop,200.192.134.70,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/5.0),3,2618,,1,utilities,False,
TXN00000019,3821,602,140.6,COP,approved,2025-10-17 04:02:30,credit_card,Diners Club,CO,00,Transaction approved,2.87,4.04,136.56,mobile,15.69.104.190,Opera/8.72.(X11; Linux x86_64; dv-MV) Presto/2.9.187 Version/10.00,1,2482,True,12,travel,False,2025-10-19
TXN00000021,2120,926,7.16,BRL,approved,2025-10-11 04:37:46,bank_transfer,TEF,BR,00,Transaction approved,1.03,0.07,7.09,mobile,79.220.133.118,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_1 rv:3.0; ug-CN) AppleWebKit/533.6.2 (KHTML, like Gecko) Version/4.0.2 Safari/533.6.2",1,2379,,1,utilities,False,2025-10-12
TXN00000032,8917,850,15.62,MXN,approved,2025-08-09 03:02:26,credit_card,Visa,MX,00,Transaction approved,3.0,0.47,15.15,tablet,83.148.105.200,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/9298-11-20 06:51:40 Firefox/3.6.20,1,1666,True,6,tech,False,2025-08-11
TXN00000033,1523,574,42.21,BRL,declined,2025-09-29 04:00:35,ewallet,Clip,BR,54,Security violation,0.0,0.0,0.0,desktop,17.246.91.139,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4 rv:5.0; yo-NG) AppleWebKit/534.30.7 (KHTML, like Gecko) Version/5.1 Safari/534.30.7",1,428,,1,utilities,False,
TXN00000036,7743,576,26.79,MXN,approved,2025-08-28 00:35:38,bank_transfer,PSE,MX,00,Transaction approved,1.85,0.5,26.29,mobile,173.113.38.143,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 11.0; Trident/4.1),1,1924,,1,entertainment,False,2025-08-29
TXN00000046,8925,188,12.81,USD,approved,2025-10-03 04:44:51,credit_card,American Express,PE,00,Transaction approved,2.86,0.37,12.44,mobile,19.23.13.203,Opera/9.59.(Windows NT 10.0; ia-FR) Presto/2.9.161 Version/12.00,1,2006,True,1,travel,True,2025-10-04
TXN00000051,5224,427,9.94,USD,approved,2025-10-11 00:20:52,bank_transfer,Transferencia,BR,00,Transaction approved,1.56,0.16,9.78,mobile,7.205.77.76,Mozilla/5.0 (Android 12; Mobile; rv:65.0) Gecko/65.0 Firefox/65.0,1,1426,,1,entertainment,True,2025-10-12
